Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
47702557,00000461,false,Rx,0,8,8B,08,9B,0A,4B,12,0B,14,
47703447,00000471,false,Rx,0,8,8B,12,0B,13,0B,11,0B,12,
47704461,00000300,false,Rx,0,8,00,00,00,00,00,00,00,00,
47705415,000007E1,false,Rx,0,8,4C,A4,00,00,00,00,00,B2,
47706199,00000310,false,Rx,0,5,00,00,00,00,00,00,00,00,
47712818,00000463,false,Rx,0,8,8B,0E,9B,12,4B,1B,0B,1A,
47713729,00000473,false,Rx,0,8,8B,1C,0B,1A,0B,1C,0B,1B,
47714723,000007E3,false,Rx,0,8,40,00,00,00,00,00,00,04,
47717625,00000464,false,Rx,0,8,8C,C6,9C,C6,4C,D5,0C,D4,
47718545,00000474,false,Rx,0,8,8C,D4,0C,D4,0C,D3,0C,D2,
47719519,000007E4,false,Rx,0,8,4C,B4,00,00,00,00,00,C5,
47727884,00000466,false,Rx,0,8,8C,6F,9C,70,4C,77,0C,76,
47728784,00000476,false,Rx,0,8,8C,78,0C,7A,0C,79,0C,76,
47729768,000007E6,false,Rx,0,8,40,00,00,00,00,00,00,07,
47752356,00000468,false,Rx,0,8,8C,A2,9C,A3,4C,AA,0C,A9,
47753266,00000478,false,Rx,0,8,8C,A9,0C,A8,0C,AA,0C,AB,
47754240,000007E8,false,Rx,0,8,4C,91,00,00,00,00,00,A6,
47763005,0000046A,false,Rx,0,8,8C,B0,9C,B0,4C,B6,0C,B7,
47763914,0000047A,false,Rx,0,8,8C,B8,0C,B9,0C,BA,0C,B7,
47764898,000007EA,false,Rx,0,8,40,00,00,00,00,00,00,0B,
47771858,0000046C,false,Rx,0,6,8B,10,9B,12,4B,1B,00,00,
47772666,0000047C,false,Rx,0,6,8B,1C,0B,1C,0B,1C,00,00,
47773672,000007EC,false,Rx,0,8,4C,BA,00,00,00,00,00,D3,
47776022,0000046D,false,Rx,0,6,8C,98,9C,97,4C,A1,00,00,
47776829,0000047D,false,Rx,0,6,8C,9E,0C,9F,0C,A0,00,00,
47777825,000007ED,false,Rx,0,8,4C,C2,00,00,00,00,00,DC,
47781490,0000046E,false,Rx,0,6,8C,A0,9C,A2,4C,A8,00,00,
47782286,0000047E,false,Rx,0,6,8C,A8,0C,A7,0C,A8,00,00,
47783301,000007EE,false,Rx,0,8,40,00,00,00,00,00,00,0F,
47798302,00000200,false,Rx,0,3,D2,AF,00,00,00,00,00,00,
47896134,00000460,false,Rx,0,6,8B,0E,4B,0D,5B,16,00,00,
47896921,00000470,false,Rx,0,6,8B,16,0B,16,0B,17,00,00,
47897955,000007E0,false,Rx,0,8,CC,AF,00,00,00,00,00,BE,
47902559,00000461,false,Rx,0,8,8B,08,4B,09,5B,10,0B,12,
47903461,00000471,false,Rx,0,8,8B,11,0B,12,0B,12,0B,14,
47904466,00000300,false,Rx,0,8,00,00,00,00,00,00,00,00,
47905448,000007E1,false,Rx,0,8,CC,A4,00,00,00,00,00,B4,
47906231,00000310,false,Rx,0,5,00,00,00,00,00,00,00,00,
47912840,00000463,false,Rx,0,8,8B,10,4B,10,5B,1B,0B,19,
47913740,00000473,false,Rx,0,8,8B,1C,0B,1B,0B,1B,0B,1A,
47914735,000007E3,false,Rx,0,8,C0,00,00,00,00,00,00,06,
47917657,00000464,false,Rx,0,8,8C,C5,4C,C7,5C,D4,0C,D4,
47918557,00000474,false,Rx,0,8,8C,D3,0C,D5,0C,D3,0C,D2,
47919521,000007E4,false,Rx,0,8,CC,B4,00,00,00,00,00,C7,
47927906,00000466,false,Rx,0,8,8C,6F,4C,70,5C,78,0C,77,
47928817,00000476,false,Rx,0,8,8C,78,0C,7A,0C,77,0C,75,
47929812,000007E6,false,Rx,0,8,C0,00,00,00,00,00,00,09,
47952380,00000468,false,Rx,0,8,8C,A3,4C,A4,5C,AA,0C,AA,
47953300,00000478,false,Rx,0,8,8C,A9,0C,A8,0C,AA,0C,AA,
47954276,000007E8,false,Rx,0,8,CC,91,00,00,00,00,00,A8,
47963019,0000046A,false,Rx,0,8,8C,B3,4C,B2,5C,B7,0C,B7,
47963917,0000047A,false,Rx,0,8,8C,B6,0C,B7,0C,B9,0C,B9,
47964913,000007EA,false,Rx,0,8,C0,00,00,00,00,00,00,0D,
47971903,0000046C,false,Rx,0,6,8B,10,4B,11,5B,1A,00,00,
47972681,0000047C,false,Rx,0,6,8B,1B,0B,1B,0B,1C,00,00,
47973686,000007EC,false,Rx,0,8,CC,BA,00,00,00,00,00,D5,
47976016,0000046D,false,Rx,0,6,8C,99,4C,97,5C,A1,00,00,
47976813,0000047D,false,Rx,0,6,8C,A0,0C,A0,0C,9F,00,00,
47977817,000007ED,false,Rx,0,8,CC,C2,00,00,00,00,00,DE,
47981503,0000046E,false,Rx,0,6,8C,A1,4C,A1,5C,A8,00,00,
47982311,0000047E,false,Rx,0,6,8C,A8,0C,A8,0C,A8,00,00,
47983337,000007EE,false,Rx,0,8,C0,00,00,00,00,00,00,11,
47998318,00000200,false,Rx,0,3,52,C0,00,00,00,00,00,00,
48096167,00000460,false,Rx,0,6,8B,0E,AB,0D,DB,15,00,00,
48096955,00000470,false,Rx,0,6,8B,16,0B,17,0B,17,00,00,
48097969,000007E0,false,Rx,0,8,4C,B0,00,00,00,00,00,BD,
48102593,00000461,false,Rx,0,8,8B,09,AB,0A,DB,12,0B,14,
48103503,00000471,false,Rx,0,8,8B,12,0B,12,0B,11,0B,12,
48104508,00000300,false,Rx,0,8,00,00,00,00,00,00,00,00,
48105471,000007E1,false,Rx,0,8,4C,A4,00,00,00,00,00,B2,
48106254,00000310,false,Rx,0,5,00,00,00,00,00,00,00,00,
48112852,00000463,false,Rx,0,8,8B,10,AB,10,DB,1B,0B,1B,
48113772,00000473,false,Rx,0,8,8B,1A,0B,1C,0B,1A,0B,1C,
48114767,000007E3,false,Rx,0,8,40,00,00,00,00,00,00,04,
48117678,00000464,false,Rx,0,8,8C,C5,AC,C6,DC,D4,0C,D4,
48118579,00000474,false,Rx,0,8,8C,D4,0C,D5,0C,D3,0C,D2,
48119564,000007E4,false,Rx,0,8,4C,B4,00,00,00,00,00,C5,
48127909,00000466,false,Rx,0,8,8C,6E,AC,6C,DC,79,0C,7A,
48128829,00000476,false,Rx,0,8,8C,79,0C,78,0C,76,0C,76,
48129804,000007E6,false,Rx,0,8,40,00,00,00,00,00,00,07,
48152403,00000468,false,Rx,0,8,8C,A2,AC,A3,DC,A9,0C,A9,
48153313,00000478,false,Rx,0,8,8C,A9,0C,A8,0C,AA,0C,AB,
48154277,000007E8,false,Rx,0,8,4C,92,00,00,00,00,00,A7,
48163031,0000046A,false,Rx,0,8,8C,B3,AC,B2,DC,B7,0C,B6,
48163929,0000047A,false,Rx,0,8,8C,B8,0C,B9,0C,B7,0C,B5,
48164914,000007EA,false,Rx,0,8,40,00,00,00,00,00,00,0B,
48171913,0000046C,false,Rx,0,6,8B,0F,AB,11,DB,1A,00,00,
48172701,0000047C,false,Rx,0,6,8B,1C,0B,1B,0B,1B,00,00,
48173715,000007EC,false,Rx,0,8,4C,BA,00,00,00,00,00,D3,
48176057,0000046D,false,Rx,0,6,8C,99,AC,97,DC,A2,00,00,
48176874,0000047D,false,Rx,0,6,8C,9F,0C,9F,0C,A0,00,00,
48177838,000007ED,false,Rx,0,8,4C,C2,00,00,00,00,00,DC,
48181525,0000046E,false,Rx,0,6,8C,A1,AC,A2,DC,A9,00,00,
48182323,0000047E,false,Rx,0,6,8C,A9,0C,A8,0C,A8,00,00,
48183339,000007EE,false,Rx,0,8,40,00,00,00,00,00,00,0F,
48198332,00000200,false,Rx,0,3,D2,F3,00,00,00,00,00,00,
48296182,00000460,false,Rx,0,6,8B,0E,8B,0C,3B,15,00,00,
48296969,00000470,false,Rx,0,6,8B,17,0B,16,0B,18,00,00,
48298014,000007E0,false,Rx,0,8,CC,AF,00,00,00,00,00,BE,
48302597,00000461,false,Rx,0,8,8B,09,8B,09,3B,11,0B,13,
48303496,00000471,false,Rx,0,8,8B,12,0B,13,0B,12,0B,13,
48304502,00000300,false,Rx,0,8,00,00,00,00,00,00,00,00,
48305485,000007E1,false,Rx,0,8,CC,A4,00,00,00,00,00,B4,
48306268,00000310,false,Rx,0,5,00,00,00,00,00,00,00,00,
48312877,00000463,false,Rx,0,8,8B,11,8B,10,3B,1B,0B,1B,
48313766,00000473,false,Rx,0,8,8B,1B,0B,1B,0B,1B,0B,1C,
48314761,000007E3,false,Rx,0,8,C0,00,00,00,00,00,00,06,
48317693,00000464,false,Rx,0,8,8C,C6,8C,C6,3C,D5,0C,D4,
48318603,00000474,false,Rx,0,8,8C,D3,0C,D5,0C,D3,0C,D2,
48319567,000007E4,false,Rx,0,8,CC,B4,00,00,00,00,00,C7,
48327943,00000466,false,Rx,0,8,8C,6F,8C,6E,3C,76,0C,77,
48328852,00000476,false,Rx,0,8,8C,78,0C,78,0C,79,0C,77,
48329848,000007E6,false,Rx,0,8,C0,00,00,00,00,00,00,09,
48352415,00000468,false,Rx,0,8,8C,A2,8C,A3,3C,A9,0C,AB,
48353335,00000478,false,Rx,0,8,8C,A9,0C,A8,0C,AA,0C,AA,
48354311,000007E8,false,Rx,0,8,CC,92,00,00,00,00,00,A9,
48363055,0000046A,false,Rx,0,8,8C,AF,8C,B2,3C,B9,0C,B8,
48363953,0000047A,false,Rx,0,8,8C,B6,0C,B9,0C,B9,0C,B6,
48364948,000007EA,false,Rx,0,8,C0,00,00,00,00,00,00,0D,
48371938,0000046C,false,Rx,0,6,8B,10,8B,10,3B,1B,00,00,
48372726,0000047C,false,Rx,0,6,8B,1B,0B,1B,0B,1B,00,00,
48373730,000007EC,false,Rx,0,8,CC,BA,00,00,00,00,00,D5,
48376072,0000046D,false,Rx,0,6,8C,9A,8C,97,3C,A2,00,00,
48376889,0000047D,false,Rx,0,6,8C,9F,0C,9F,0C,A0,00,00,
48377862,000007ED,false,Rx,0,8,CC,C2,00,00,00,00,00,DE,
48381538,0000046E,false,Rx,0,6,8C,A1,8C,A2,3C,A9,00,00,
48382346,0000047E,false,Rx,0,6,8C,A8,0C,A8,0C,A8,00,00,
48383371,000007EE,false,Rx,0,8,C0,00,00,00,00,00,00,11,
48398343,00000200,false,Rx,0,3,52,05,00,00,00,00,00,00,
48496152,00000460,false,Rx,0,6,8B,0E,4B,0D,CB,15,00,00,
48496959,00000470,false,Rx,0,6,8B,17,0B,16,0B,17,00,00,
48497964,000007E0,false,Rx,0,8,4C,AF,00,00,00,00,00,BC,
48502568,00000461,false,Rx,0,8,8B,09,4B,0A,CB,11,0B,13,
48503467,00000471,false,Rx,0,8,8B,10,0B,11,0B,11,0B,13,
48504472,00000300,false,Rx,0,8,00,00,00,00,00,00,00,00,
48505434,000007E1,false,Rx,0,8,4C,A4,00,00,00,00,00,B2,
48506217,00000310,false,Rx,0,5,00,00,00,00,00,00,00,00,
48512857,00000463,false,Rx,0,8,8B,0F,4B,11,CB,1A,0B,1C,
48513767,00000473,false,Rx,0,8,8B,1A,0B,1C,0B,1A,0B,1B,
48514762,000007E3,false,Rx,0,8,40,00,00,00,00,00,00,04,
48517673,00000464,false,Rx,0,8,8C,C5,4C,C6,CC,D4,0C,D4,
48518594,00000474,false,Rx,0,8,8C,D3,0C,D5,0C,D2,0C,D2,
48519569,000007E4,false,Rx,0,8,4C,B4,00,00,00,00,00,C5,
48527903,00000466,false,Rx,0,8,8C,6D,4C,6E,CC,79,0C,79,
48528823,00000476,false,Rx,0,8,8C,79,0C,78,0C,78,0C,77,
48529808,000007E6,false,Rx,0,8,40,00,00,00,00,00,00,07,
48552385,00000468,false,Rx,0,8,8C,A2,4C,A4,CC,A9,0C,AA,
48553294,00000478,false,Rx,0,8,8C,A9,0C,A8,0C,AA,0C,AB,
48554259,000007E8,false,Rx,0,8,4C,92,00,00,00,00,00,A7,
48563042,0000046A,false,Rx,0,8,8C,B0,4C,B0,CC,B8,0C,B8,
48563952,0000047A,false,Rx,0,8,8C,B6,0C,B8,0C,B9,0C,B6,
48564936,000007EA,false,Rx,0,8,40,00,00,00,00,00,00,0B,
48571915,0000046C,false,Rx,0,6,8B,10,4B,12,CB,1A,00,00,
48572713,0000047C,false,Rx,0,6,8B,1B,0B,1C,0B,1D,00,00,
48573698,000007EC,false,Rx,0,8,4C,BA,00,00,00,00,00,D3,
48576049,0000046D,false,Rx,0,6,8C,99,4C,97,CC,A1,00,00,
48576846,0000047D,false,Rx,0,6,8C,A0,0C,9F,0C,A0,00,00,
48577831,000007ED,false,Rx,0,8,4C,C2,00,00,00,00,00,DC,
48581516,0000046E,false,Rx,0,6,8C,A1,4C,A2,CC,A9,00,00,
48582314,0000047E,false,Rx,0,6,8C,A9,0C,A8,0C,A8,00,00,
48583330,000007EE,false,Rx,0,8,40,00,00,00,00,00,00,0F,
48598360,00000200,false,Rx,0,3,D2,36,00,00,00,00,00,00,
48696184,00000460,false,Rx,0,6,8B,0E,1B,0D,BB,15,00,00,
48696961,00000470,false,Rx,0,6,8B,16,0B,16,0B,17,00,00,
48697997,000007E0,false,Rx,0,8,CC,AF,00,00,00,00,00,BE,
48702610,00000461,false,Rx,0,8,8B,08,1B,08,BB,10,0B,13,
48703500,00000471,false,Rx,0,8,8B,13,0B,13,0B,11,0B,11,
48704506,00000300,false,Rx,0,8,00,00,00,00,00,00,00,00,
48705489,000007E1,false,Rx,0,8,CC,A4,00,00,00,00,00,B4,
48706271,00000310,false,Rx,0,5,00,00,00,00,00,00,00,00,
48712869,00000463,false,Rx,0,8,8B,0F,1B,10,BB,1C,0B,1A,
48713801,00000473,false,Rx,0,8,8B,1A,0B,1C,0B,1A,0B,1C,
48714795,000007E3,false,Rx,0,8,C0,00,00,00,00,00,00,06,
48717678,00000464,false,Rx,0,8,8C,C5,1C,C6,BC,D5,0C,D4,
48718598,00000474,false,Rx,0,8,8C,D4,0C,D4,0C,D4,0C,D2,
48719572,000007E4,false,Rx,0,8,CC,B4,00,00,00,00,00,C7,
48727928,00000466,false,Rx,0,8,8C,6D,1C,6E,BC,78,0C,79,
48728848,00000476,false,Rx,0,8,8C,78,0C,78,0C,7A,0C,79,
48729844,000007E6,false,Rx,0,8,C0,00,00,00,00,00,00,09,
48752412,00000468,false,Rx,0,8,8C,A2,1C,A3,BC,A9,0C,A9,
48753332,00000478,false,Rx,0,8,8C,A9,0C,A8,0C,AA,0C,AA,
48754296,000007E8,false,Rx,0,8,CC,92,00,00,00,00,00,A9,
48763051,0000046A,false,Rx,0,8,8C,AF,1C,B0,BC,B5,0C,B7,
48763950,0000047A,false,Rx,0,8,8C,B8,0C,B9,0C,B9,0C,B8,
48764944,000007EA,false,Rx,0,8,C0,00,00,00,00,00,00,0D,
48771944,0000046C,false,Rx,0,6,8B,10,1B,11,BB,1B,00,00,
48772742,0000047C,false,Rx,0,6,8B,1C,0B,1C,0B,1C,00,00,
48773718,000007EC,false,Rx,0,8,CC,BA,00,00,00,00,00,D5,
48776080,0000046D,false,Rx,0,6,8C,99,1C,97,BC,A1,00,00,
48776897,0000047D,false,Rx,0,6,8C,9F,0C,9F,0C,9F,00,00,
48777881,000007ED,false,Rx,0,8,CC,C2,00,00,00,00,00,DE,
48781547,0000046E,false,Rx,0,6,8C,A1,1C,A1,BC,A8,00,00,
48782353,0000047E,false,Rx,0,6,8C,A8,0C,A8,0C,A8,00,00,
48783367,000007EE,false,Rx,0,8,C0,00,00,00,00,00,00,11,
48798370,00000200,false,Rx,0,3,52,59,00,00,00,00,00,00,
48896202,00000460,false,Rx,0,6,8B,0E,6B,0D,FB,15,00,00,
48896990,00000470,false,Rx,0,6,8B,16,0B,16,0B,16,00,00,
48897995,000007E0,false,Rx,0,8,4C,AF,00,00,00,00,00,BC,
48902618,00000461,false,Rx,0,8,8B,08,6B,08,FB,10,0B,12,
48903538,00000471,false,Rx,0,8,8B,12,0B,12,0B,12,0B,13,
48904553,00000300,false,Rx,0,8,00,00,00,00,00,00,00,00,
48905515,000007E1,false,Rx,0,8,4C,A4,00,00,00,00,00,B2,
48906298,00000310,false,Rx,0,5,00,00,00,00,00,00,00,00,
48912897,00000463,false,Rx,0,8,8B,0F,6B,12,FB,1A,0B,1B,
48913797,00000473,false,Rx,0,8,8B,1B,0B,1B,0B,1C,0B,1A,
48914792,000007E3,false,Rx,0,8,40,00,00,00,00,00,00,04,
48917704,00000464,false,Rx,0,8,8C,C5,6C,C7,FC,D4,0C,D3,
48918603,00000474,false,Rx,0,8,8C,D4,0C,D5,0C,D3,0C,D2,
48919589,000007E4,false,Rx,0,8,4C,B4,00,00,00,00,00,C5,
48927954,00000466,false,Rx,0,8,8C,6F,6C,6E,FC,78,0C,79,
48928865,00000476,false,Rx,0,8,8C,78,0C,77,0C,77,0C,77,
48929849,000007E6,false,Rx,0,8,40,00,00,00,00,00,00,07,
48952448,00000468,false,Rx,0,8,8C,A2,6C,A4,FC,AA,0C,A9,
48953348,00000478,false,Rx,0,8,8C,A9,0C,A7,0C,AA,0C,AB,
48954333,000007E8,false,Rx,0,8,4C,91,00,00,00,00,00,A6,
48963077,0000046A,false,Rx,0,8,8C,B1,6C,B2,FC,B9,0C,BA,
48963987,0000047A,false,Rx,0,8,8C,B7,0C,B6,0C,B6,0C,B7,
48964971,000007EA,false,Rx,0,8,40,00,00,00,00,00,00,0B,
48971941,0000046C,false,Rx,0,6,8B,10,6B,11,FB,1B,00,00,
48972719,0000047C,false,Rx,0,6,8B,1B,0B,1B,0B,1C,00,00,
48973733,000007EC,false,Rx,0,8,4C,BA,00,00,00,00,00,D3,
48976094,0000046D,false,Rx,0,6,8C,99,6C,97,FC,A1,00,00,
48976901,0000047D,false,Rx,0,6,8C,9F,0C,A0,0C,9F,00,00,
48977886,000007ED,false,Rx,0,8,4C,C2,00,00,00,00,00,DC,
48981581,0000046E,false,Rx,0,6,8C,A0,6C,A2,FC,A9,00,00,
48982369,0000047E,false,Rx,0,6,8C,A8,0C,A8,0C,A9,00,00,
48983375,000007EE,false,Rx,0,8,40,00,00,00,00,00,00,0F,
48998386,00000200,false,Rx,0,3,D2,6D,00,00,00,00,00,00,
49096226,00000460,false,Rx,0,6,8B,0E,0B,0D,BB,14,00,00,
49097014,00000470,false,Rx,0,6,8B,16,0B,16,0B,17,00,00,
49098028,000007E0,false,Rx,0,8,CC,B0,00,00,00,00,00,BF,
49102631,00000461,false,Rx,0,8,8B,08,0B,09,BB,11,0B,13,
49103540,00000471,false,Rx,0,8,8B,12,0B,13,0B,12,0B,13,
49104545,00000300,false,Rx,0,8,00,00,00,00,00,00,00,00,
49105519,000007E1,false,Rx,0,8,CC,A4,00,00,00,00,00,B4,
49106301,00000310,false,Rx,0,5,00,00,00,00,00,00,00,00,
49112899,00000463,false,Rx,0,8,8B,0F,0B,10,BB,1B,0B,1A,
49113800,00000473,false,Rx,0,8,8B,1C,0B,1B,0B,1D,0B,1A,
49114784,000007E3,false,Rx,0,8,C0,00,00,00,00,00,00,06,
49117727,00000464,false,Rx,0,8,8C,C5,0C,C6,BC,D4,0C,D3,
49118638,00000474,false,Rx,0,8,8C,D4,0C,D6,0C,D4,0C,D3,
49119612,000007E4,false,Rx,0,8,CC,B4,00,00,00,00,00,C7,
49127979,00000466,false,Rx,0,8,8C,70,0C,70,BC,78,0C,77,
49128878,00000476,false,Rx,0,8,8C,75,0C,77,0C,78,0C,78,
49129872,000007E6,false,Rx,0,8,C0,00,00,00,00,00,00,09,
49152451,00000468,false,Rx,0,8,8C,A2,0C,A3,BC,A9,0C,A9,
49153361,00000478,false,Rx,0,8,8C,A9,0C,A8,0C,AA,0C,AB,
49154335,000007E8,false,Rx,0,8,CC,91,00,00,00,00,00,A8,
49163110,0000046A,false,Rx,0,8,8C,B2,0C,B2,BC,B7,0C,B7,
49164009,0000047A,false,Rx,0,8,8C,B8,0C,B9,0C,B9,0C,B7,
49165004,000007EA,false,Rx,0,8,C0,00,00,00,00,00,00,0D,
49171962,0000046C,false,Rx,0,6,8B,10,0B,11,BB,1A,00,00,
49172750,0000047C,false,Rx,0,6,8B,1B,0B,1B,0B,1B,00,00,
49173766,000007EC,false,Rx,0,8,CC,BA,00,00,00,00,00,D5,
49176096,0000046D,false,Rx,0,6,8C,99,0C,97,BC,A1,00,00,
49176903,0000047D,false,Rx,0,6,8C,9E,0C,9F,0C,9F,00,00,
49177897,000007ED,false,Rx,0,8,CC,C2,00,00,00,00,00,DE,
49181584,0000046E,false,Rx,0,6,8C,A1,0C,A1,BC,A8,00,00,
49182382,0000047E,false,Rx,0,6,8C,A8,0C,A8,0C,A7,00,00,
49183406,000007EE,false,Rx,0,8,C0,00,00,00,00,00,00,11,
49198408,00000200,false,Rx,0,3,52,9C,00,00,00,00,00,00,
49296247,00000460,false,Rx,0,6,8B,0E,9B,0D,4B,15,00,00,
49297024,00000470,false,Rx,0,6,8B,16,0B,17,0B,17,00,00,
49298049,000007E0,false,Rx,0,8,4C,AF,00,00,00,00,00,BC,
49302651,00000461,false,Rx,0,8,8B,09,9B,09,4B,11,0B,12,
49303552,00000471,false,Rx,0,8,8B,10,0B,11,0B,11,0B,11,
49304556,00000300,false,Rx,0,8,00,00,00,00,00,00,00,00,
49305519,000007E1,false,Rx,0,8,4C,A4,00,00,00,00,00,B2,
49306301,00000310,false,Rx,0,5,00,00,00,00,00,00,00,00,
49312930,00000463,false,Rx,0,8,8B,0F,9B,11,4B,1B,0B,1C,
49313840,00000473,false,Rx,0,8,8B,1A,0B,1C,0B,1B,0B,1C,
49314835,000007E3,false,Rx,0,8,40,00,00,00,00,00,00,04,
49317737,00000464,false,Rx,0,8,8C,C5,9C,C6,4C,D5,0C,D4,
49318646,00000474,false,Rx,0,8,8C,D3,0C,D4,0C,D3,0C,D3,
49319622,000007E4,false,Rx,0,8,4C,B4,00,00,00,00,00,C5,
49328008,00000466,false,Rx,0,8,8C,70,9C,70,4C,7A,0C,79,
49328897,00000476,false,Rx,0,8,8C,79,0C,79,0C,79,0C,78,
49329882,000007E6,false,Rx,0,8,40,00,00,00,00,00,00,07,
49352469,00000468,false,Rx,0,8,8C,A2,9C,A4,4C,A9,0C,AA,
49353401,00000478,false,Rx,0,8,8C,AA,0C,A8,0C,AA,0C,AB,
49354375,000007E8,false,Rx,0,8,4C,91,00,00,00,00,00,A6,
49363128,0000046A,false,Rx,0,8,8C,B1,9C,B0,4C,B7,0C,B8,
49364017,0000047A,false,Rx,0,8,8C,B9,0C,B7,0C,B5,0C,B7,
49365003,000007EA,false,Rx,0,8,40,00,00,00,00,00,00,0B,
49371992,0000046C,false,Rx,0,6,8B,0F,9B,11,4B,1B,00,00,
49372769,0000047C,false,Rx,0,6,8B,1B,0B,1B,0B,1C,00,00,
49373784,000007EC,false,Rx,0,8,4C,BA,00,00,00,00,00,D3,
49376135,0000046D,false,Rx,0,6,8C,99,9C,97,4C,A1,00,00,
49376942,0000047D,false,Rx,0,6,8C,A0,0C,9F,0C,9F,00,00,
49377946,000007ED,false,Rx,0,8,4C,C2,00,00,00,00,00,DC,
49381602,0000046E,false,Rx,0,6,8C,A1,9C,A1,4C,A9,00,00,
49382410,0000047E,false,Rx,0,6,8C,A8,0C,A8,0C,A8,00,00,
49383425,000007EE,false,Rx,0,8,40,00,00,00,00,00,00,0F,
49398417,00000200,false,Rx,0,3,D2,AF,00,00,00,00,00,00,
49496260,00000460,false,Rx,0,6,8B,0E,4B,0D,5B,15,00,00,
49497048,00000470,false,Rx,0,6,8B,16,0B,16,0B,17,00,00,
49498073,000007E0,false,Rx,0,8,CC,AF,00,00,00,00,00,BE,
49502676,00000461,false,Rx,0,8,8B,09,4B,09,5B,10,0B,11,
49503567,00000471,false,Rx,0,8,8B,11,0B,13,0B,11,0B,11,
49504571,00000300,false,Rx,0,8,00,00,00,00,00,00,00,00,
49505555,000007E1,false,Rx,0,8,CC,A4,00,00,00,00,00,B4,
49506338,00000310,false,Rx,0,5,00,00,00,00,00,00,00,00,
49512956,00000463,false,Rx,0,8,8B,10,4B,10,5B,1B,0B,1A,
49513876,00000473,false,Rx,0,8,8B,1C,0B,1C,0B,1A,0B,1C,
49514861,000007E3,false,Rx,0,8,C0,00,00,00,00,00,00,06,
49517774,00000464,false,Rx,0,8,8C,C5,4C,C6,5C,D4,0C,D4,
49518683,00000474,false,Rx,0,8,8C,D4,0C,D4,0C,D3,0C,D2,
49519658,000007E4,false,Rx,0,8,CC,B4,00,00,00,00,00,C7,
49528014,00000466,false,Rx,0,8,8C,6F,4C,6E,5C,79,0C,78,
49528923,00000476,false,Rx,0,8,8C,75,0C,78,0C,78,0C,76,
49529918,000007E6,false,Rx,0,8,C0,00,00,00,00,00,00,09,
49552494,00000468,false,Rx,0,8,8C,A2,4C,A4,5C,AA,0C,A9,
49553424,00000478,false,Rx,0,8,8C,AA,0C,A8,0C,AA,0C,AA,
49554398,000007E8,false,Rx,0,8,CC,91,00,00,00,00,00,A8,
49563142,0000046A,false,Rx,0,8,8C,B3,4C,B2,5C,B6,0C,B8,
49564032,0000047A,false,Rx,0,8,8C,B8,0C,B5,0C,B7,0C,BA,
49565026,000007EA,false,Rx,0,8,C0,00,00,00,00,00,00,0D,
49572005,0000046C,false,Rx,0,6,8B,10,4B,12,5B,1B,00,00,
49572812,0000047C,false,Rx,0,6,8B,1C,0B,1C,0B,1C,00,00,
49573807,000007EC,false,Rx,0,8,CC,BA,00,00,00,00,00,D5,
49576159,0000046D,false,Rx,0,6,8C,99,4C,97,5C,A1,00,00,
49576976,0000047D,false,Rx,0,6,8C,9F,0C,9F,0C,A0,00,00,
49577960,000007ED,false,Rx,0,8,CC,C2,00,00,00,00,00,DE,
49581616,0000046E,false,Rx,0,6,8C,A1,4C,A2,5C,A9,00,00,
49582404,0000047E,false,Rx,0,6,8C,A9,0C,A7,0C,A8,00,00,
49583438,000007EE,false,Rx,0,8,C0,00,00,00,00,00,00,11,
49598440,00000200,false,Rx,0,3,52,C0,00,00,00,00,00,00,
49696312,00000460,false,Rx,0,6,8B,0E,AB,0D,DB,15,00,00,
49697110,00000470,false,Rx,0,6,8B,17,0B,16,0B,17,00,00,
49698114,000007E0,false,Rx,0,8,4C,AF,00,00,00,00,00,BC,
49702696,00000461,false,Rx,0,8,8B,09,AB,0A,DB,10,0B,12,
49703607,00000471,false,Rx,0,8,8B,10,0B,13,0B,12,0B,12,
49704622,00000300,false,Rx,0,8,00,00,00,00,00,00,00,00,
49705575,000007E1,false,Rx,0,8,4C,A4,00,00,00,00,00,B2,
49706367,00000310,false,Rx,0,5,00,00,00,00,00,00,00,00,
49712976,00000463,false,Rx,0,8,8B,11,AB,12,DB,19,0B,1C,
49713876,00000473,false,Rx,0,8,8B,1B,0B,1B,0B,1C,0B,19,
49714870,000007E3,false,Rx,0,8,40,00,00,00,00,00,00,04,
49717793,00000464,false,Rx,0,8,8C,C6,AC,C6,DC,D4,0C,D4,
49718713,00000474,false,Rx,0,8,8C,D3,0C,D5,0C,D2,0C,D2,
49719688,000007E4,false,Rx,0,8,4C,B4,00,00,00,00,00,C5,
49728034,00000466,false,Rx,0,8,8C,70,AC,6D,DC,78,0C,79,
49728942,00000476,false,Rx,0,8,8C,78,0C,77,0C,76,0C,78,
49729928,000007E6,false,Rx,0,8,40,00,00,00,00,00,00,07,
49752526,00000468,false,Rx,0,8,8C,A3,AC,A3,DC,AA,0C,AA,
49753456,00000478,false,Rx,0,8,8C,AA,0C,A8,0C,AA,0C,AB,
49754421,000007E8,false,Rx,0,8,4C,92,00,00,00,00,00,A7,
49763154,0000046A,false,Rx,0,8,8C,AF,AC,B0,DC,B5,0C,B7,
49764053,0000047A,false,Rx,0,8,8C,B7,0C,B8,0C,B9,0C,B8,
